date,country,region,variant,daily_new_cases,daily_deaths,daily_recovered,active_cases,tests_conducted,positivity_rate,hospitalization_rate,icu_patients,vaccination_rate,stringency_index,reproduction_number
23-05-2022,Italy,Europe,Omicron BA.2,5,0,4,69,75,0.0683,0.0532,0,0.6973,28.53,1.75
03-01-2022,South Korea,Asia,Omicron,32,0,31,440,448,0.0588,,5,0.5169,32.75,1.74
03-05-2021,Turkey,Asia,Delta,5,0,4,81,30,0.1905,0.1865,,0.1058,74.01,0.532
16-03-2021,Italy,Europe,Alpha,1,0,0,14,21,0.0527,0.2004,0,0.0972,61.73,0.644
01-07-2020,South Korea,Asia,Original,1,0,0,17,21,0.0329,0.1783,0,0,,0.4
15-11-2020,Italy,Europe,Original,4,0,3,46,68,0.0686,0.1889,1,,53.22,0.454
20-07-2022,Pakistan,Asia,Omicron BA.2,81,1,,1370,324,0.2577,0.0633,22,0.2737,13.5,2.111
25-09-2022,South Korea,Asia,Omicron BA.2,1,0,0,14,13,0.078,,0,0.8656,26.27,1.092
08-12-2020,France,Europe,Alpha,7,0,6,105,161,0.0359,0.137,2,0,70.55,0.4
13-09-2021,Pakistan,Asia,Delta,56,1,51,613,280,0.2023,0.1935,,0.1437,61.89,
13-03-2022,Pakistan,Asia,Omicron BA.2,12,0,11,197,60,0.1921,0.0489,2,,41.24,
14-05-2020,Russia,Europe,Original,2,0,1,22,20,0.1094,0.1259,0,0,73.7,0.4
08-04-2022,South Africa,Africa,Omicron BA.2,2,0,1,33,6,0.3253,0.0811,,0.2269,18.59,2.038
21-02-2020,USA,North America,Original,8,0,7,92,,,,2,0,80.08,0.4
17-08-2020,Russia,Europe,Original,22,1,20,240,198,0.1002,0.1071,,0,37.97,0.709
01-07-2022,Japan,Asia,Omicron BA.2,17,0,16,183,357,0.0423,0.0386,1,0.7555,6.53,1.978
16-07-2020,Pakistan,Asia,Original,1,0,0,10,5,0.2056,,,,43,0.519
23-01-2020,India,Asia,Original,34,1,32,458,204,0.1754,0.1903,,,5.96,0.779
20-05-2020,USA,North America,Original,19,0,17,208,304,0.0554,0.1125,3,,69.44,0.4
22-01-2022,Pakistan,Asia,Omicron,17,0,15,293,85,0.2044,,6,,18.51,1.733
11-05-2022,Russia,Europe,Omicron BA.2,45,0,,510,315,0.1286,0.078,6,0.4465,10.67,
04-04-2021,Turkey,Asia,Alpha,1,0,0,13,9,0.107,0.1893,0,0.0881,53.76,0.441
24-07-2022,USA,North America,Omicron BA.2,3,0,2,38,54,0.0639,0.048,0,0.7892,20.47,1.635
21-12-2022,France,Europe,Omicron BA.2,3,0,2,32,60,0.052,0.0316,0,0.92,15.99,1.976
29-09-2022,Japan,Asia,Omicron BA.2,2,0,1,27,28,0.081,0.0371,0,0.886,32.98,0.856
15-10-2020,South Africa,Africa,Original,1,0,0,10,4,0.2585,0.1503,0,,45.56,0.658
29-10-2020,Colombia,South America,Alpha,7,0,6,89,49,0.139,0.2051,,0,57.58,
13-04-2021,Colombia,South America,Delta,2,0,1,27,16,0.114,0.167,0,0.0901,65.28,0.572
27-10-2022,UK,Europe,Omicron BA.2,6,0,,105,114,0.0583,0.0182,0,0.92,31.42,1.533
01-04-2022,Germany,Europe,Omicron BA.2,15,0,,165,315,0.0318,0.0353,1,0.6497,29.15,
16-03-2021,Germany,Europe,Alpha,8,0,7,117,176,0.0465,0.1452,3,0.1021,61.48,0.478
10-08-2022,India,Asia,Omicron BA.2,233,1,,3052,1631,0.1534,,34,0.5177,14.01,2.354
29-04-2022,Australia,Oceania,Omicron BA.2,2,0,1,27,40,0.0582,0.0549,0,0.6695,30.41,1.782
18-07-2020,UK,Europe,Original,1,0,0,13,21,0.0667,0.1017,0,0,68.49,0.4
22-10-2021,South Korea,Asia,Delta,5,0,4,49,95,0.0491,0.102,1,0.4141,67.06,0.4
08-01-2021,Italy,Europe,Alpha,11,0,10,198,242,0.0277,0.1791,5,0,54.69,0.563
26-10-2022,France,Europe,Omicron BA.2,4,0,3,62,92,0.0316,0.0248,0,0.9176,26.32,1.805
30-06-2020,Australia,Oceania,Original,6,0,5,105,114,0.0588,0.1221,2,,53.29,0.599
26-08-2022,Italy,Europe,Omicron BA.2,1,0,,15,21,0.0534,0.0441,0,0.8307,20.61,2.021
23-02-2021,South Korea,Asia,Alpha,10,0,9,169,160,0.0664,0.1186,4,0.0773,,0.721
09-10-2022,Brazil,South America,Omicron BA.2,22,0,20,248,176,0.1137,0.0293,1,0.5808,14.67,1.739
11-12-2021,South Korea,Asia,Omicron,1,0,0,15,12,0.1058,0.0691,0,0.4794,,
27-04-2020,Russia,Europe,Original,6,0,5,83,48,0.1176,0.1311,,0,66.96,0.4
17-03-2020,Turkey,Asia,Original,1,0,0,16,9,0.1221,0.1438,0,,83.8,0.4
19-10-2022,Canada,North America,Omicron BA.2,13,0,,234,299,0.0313,,1,0.9123,20.9,1.158
25-11-2020,UK,Europe,Alpha,5,0,4,89,75,0.0655,,3,0,41.3,0.925
05-12-2021,India,Asia,Omicron,2088,10,1938,27835,20880,0.1105,0.0481,372,0.2901,48.23,1.394
16-07-2021,USA,North America,Delta,129,2,120,2295,1806,0.0866,0.1995,113,0.2672,80.22,0.4
13-06-2020,India,Asia,Original,203,3,186,2163,1624,0.1208,0.1874,95,0,53.27,0.597
15-02-2020,South Africa,Africa,Original,4,0,3,62,12,0.3353,0.1571,1,0,,0.947
11-09-2022,Indonesia,Asia,Omicron BA.2,17,0,15,292,51,0.3303,0.0445,,0.3005,13.65,1.73
29-10-2020,Brazil,South America,Original,7,0,6,92,49,0.1441,0.187,3,0,46.58,0.604
25-10-2021,Italy,Europe,Omicron,1,0,0,10,18,0.0628,0.0591,0,0.4297,40.57,0.848
12-09-2021,South Africa,Africa,Delta,5,0,4,73,15,0.3404,0.2107,,0.1169,46.46,1.269
13-08-2022,Canada,North America,Omicron BA.2,5,0,,83,115,0.046,0.0257,0,0.8152,35.49,1.636
09-01-2021,Spain,Europe,Alpha,1,0,0,11,13,0.0758,0.1218,0,,62.31,0.566
28-04-2020,UK,Europe,Original,2,0,1,25,42,0.0407,0.1489,1,,71.51,0.4
24-11-2022,Japan,Asia,Omicron BA.2,2,0,1,23,32,0.0637,0.0286,0,0.92,10.7,2.101
27-09-2021,Indonesia,Asia,Delta,1,0,0,17,5,0.2049,,0,0.1171,,1.077
25-10-2022,Pakistan,Asia,Omicron BA.2,8,0,,83,40,0.188,0.0796,,,40.06,1.285
05-01-2022,India,Asia,Omicron,246,1,234,3358,1476,0.1619,0.0837,75,0.3193,,1.846
23-01-2022,USA,North America,Omicron,296,1,285,4421,6808,0.0403,0.057,72,0.5241,50.63,1.245
17-06-2022,India,Asia,Omicron BA.2,7,0,6,95,49,0.1364,0.0427,,0.4508,,1.946
10-07-2020,Argentina,South America,Original,2,0,1,35,12,0.1678,0.1377,1,,50.54,0.422
25-07-2022,Germany,Europe,Omicron BA.2,3,0,2,34,42,0.063,0.027,0,0.7767,40.33,0.941
22-03-2022,Japan,Asia,Omicron BA.2,2,0,,33,26,0.0889,0.0428,0,0.63,,1.229
07-11-2020,Germany,Europe,Alpha,2,0,1,29,38,0.0596,0.223,1,0,55.67,0.736
27-05-2020,Mexico,North America,Original,5,0,4,65,,,,,0,50.1,0.694
30-10-2022,Brazil,South America,Omicron BA.2,199,1,,3567,1393,0.1365,0.0471,49,0.5906,14.52,1.534
11-09-2022,Pakistan,Asia,Omicron BA.2,4,0,,41,12,0.3361,0.0413,0,0.3106,28.97,
02-01-2021,Turkey,Asia,Alpha,15,0,14,227,120,0.1185,0.1018,3,,76.46,0.4
30-08-2020,Italy,Europe,Original,1,0,0,17,23,0.033,0.1944,0,0,55.37,0.4
02-10-2020,Colombia,South America,Original,1,0,0,14,6,0.1564,0.1932,,0,45.63,0.479
02-11-2021,South Korea,Asia,Omicron,1,0,0,11,13,0.0691,0.084,0,0.4077,61.08,0.823
01-06-2020,Brazil,South America,Original,19,1,17,262,190,0.0956,0.1588,,0,,0.61
02-06-2020,Mexico,North America,Original,1,0,0,9,6,0.187,0.184,,0,70.95,0.404
25-03-2021,Turkey,Asia,Alpha,3,0,2,51,27,0.1244,0.2104,,0.0753,63.09,0.609
19-08-2022,South Korea,Asia,Omicron BA.2,7,0,,111,154,0.0467,0.0293,0,0.8106,19.4,1.738
19-04-2022,Turkey,Asia,Omicron BA.2,18,0,,202,198,0.0685,0.0484,1,0.422,34.53,1.499
06-09-2022,Canada,North America,Omicron BA.2,20,0,18,266,480,0.0382,,3,0.8502,30.45,1.337
15-03-2021,South Africa,Africa,Alpha,1,0,0,11,5,0.2089,0.1047,,,,0.503
14-11-2021,South Africa,Africa,Omicron,10,0,9,181,50,0.1956,0.0532,2,0.1729,19.89,1.758
22-03-2022,Turkey,Asia,Omicron BA.2,7,0,,113,63,0.0983,0.0632,,0.4058,26.79,2.049
26-05-2020,Mexico,North America,Original,2,0,1,21,22,0.1054,0.1107,,0,69.35,0.4
10-02-2020,Colombia,South America,Original,1,0,0,15,,,0.1225,,0,15.89,
06-10-2021,India,Asia,Omicron,53,0,50,555,583,0.0964,0.0545,4,0.2446,68.98,0.83
12-05-2021,India,Asia,Delta,118,2,111,1331,944,0.1292,0.157,51,0.1156,73.95,0.4
06-03-2021,Germany,Europe,Alpha,4,0,3,61,96,0.0382,0.1728,2,0.0954,69.87,0.52
11-09-2021,Pakistan,Asia,Delta,33,1,31,564,165,0.1995,0.2184,32,0.133,51.16,0.849
12-06-2021,Argentina,South America,Delta,2,0,1,19,16,0.1161,0.1121,,0.1469,67.59,
03-10-2021,Italy,Europe,Delta,8,0,7,106,192,0.0424,0.1416,4,0.363,50.87,0.614
13-02-2021,India,Asia,Alpha,124,1,117,1396,1364,0.1006,0.1034,,0.035,62.73,0.506
27-03-2021,Canada,North America,Alpha,9,0,8,125,108,0.073,0.1335,2,0.1147,56.12,
25-11-2022,South Korea,Asia,Omicron BA.2,3,0,2,39,72,0.0365,0.0204,0,0.92,30.9,0.859
09-08-2022,Colombia,South America,Omicron BA.2,2,0,1,30,12,0.1584,0.0588,0,0.5154,11.39,2.052
03-03-2021,Pakistan,Asia,Alpha,11,0,10,160,44,0.2417,0.2055,,,62.49,0.67
16-07-2021,Japan,Asia,Delta,17,0,16,172,323,0.0538,0.1749,7,0.2692,68.35,0.544
08-02-2020,UK,Europe,Original,7,0,6,123,105,0.0779,0.1764,3,0,16.14,0.613
07-10-2021,Italy,Europe,Delta,1,0,0,18,21,0.0495,0.1981,0,0.3787,60.98,0.71
15-08-2021,UK,Europe,Delta,13,0,12,173,182,0.0757,0.1491,6,0.3032,66.36,0.604
05-01-2021,India,Asia,Alpha,172,2,158,1712,1032,0.1674,,86,0,72.43,0.472
16-06-2020,USA,North America,Original,53,1,49,573,795,0.0582,0.1496,22,,58.15,0.495
05-04-2020,Brazil,South America,Original,6,0,5,107,36,0.155,,3,0,68.36,0.4
27-11-2020,France,Europe,Alpha,1,0,0,11,17,0.0635,0.1866,0,0,43.93,0.543
28-05-2020,Spain,Europe,Original,2,0,1,25,36,0.0759,0.1377,0,0,57.34,0.4
01-10-2022,India,Asia,Omicron BA.2,18,0,,270,198,0.96834377,0.0613,4,0.5594,21.7,1.379
09-12-2021,Australia,Oceania,Omicron,1,0,0,11,19,0.0495,,0,0.4793,37.37,0.888
02-02-2020,Argentina,South America,Original,2,0,1,22,12,0.1546,0.1991,,,10.59,1.021
04-10-2021,Argentina,South America,Omicron,1,0,0,10,10,0.1015,0.0484,,0.2397,73.09,0.48
17-10-2020,Australia,Oceania,Original,3,0,2,49,60,0.0533,0.1367,1,0,39.24,0.766
30-04-2022,Japan,Asia,Omicron BA.2,3,0,2,44,60,0.0465,0.0546,0,0.6641,26.55,
11-10-2021,Spain,Europe,Omicron,2,0,1,24,38,0.0612,0.0737,0,0.4006,61.21,0.84
01-02-2021,South Africa,Africa,Alpha,1,0,0,16,3,0.3281,0.2036,0,,72.06,0.4
10-02-2020,Germany,Europe,Original,7,0,6,73,91,0.0743,0.2025,2,0,15.97,1.111
01-08-2022,Brazil,South America,Omicron BA.2,4,0,3,49,36,0.1123,0.0535,0,0.521,23.4,
12-04-2020,India,Asia,Original,46,1,44,525,322,0.1264,0.1342,,,75.75,0.4
30-04-2020,South Africa,Africa,Original,10,0,9,160,,,0.1419,6,0,74.09,0.4
22-11-2022,Japan,Asia,Omicron BA.2,38,0,,382,608,0.0566,0.0246,1,0.92,22.56,1.343
22-01-2021,Japan,Asia,Alpha,1,0,0,10,16,0.038,0.1195,0,0.0184,62.72,0.4
13-07-2022,Spain,Europe,Omicron BA.2,25,0,23,309,400,0.0555,0.0279,2,0.7653,26.09,1.241
17-09-2020,Russia,Europe,Original,37,1,33,394,222,0.1812,0.1049,,,37.69,0.479
22-09-2021,South Africa,Africa,Delta,6,0,5,64,18,0.3363,,,0.1478,62.58,0.763
01-02-2020,Colombia,South America,Original,3,0,2,34,,,0.1388,1,0,6.59,1.008
26-03-2021,France,Europe,Alpha,1,0,0,12,17,0.0781,0.1619,0,0.1231,82.15,0.4
01-06-2020,Colombia,South America,Original,11,0,10,196,110,0.101,0.2015,,0,60.13,
03-12-2021,India,Asia,Omicron,74,0,72,1099,518,0.146,0.0954,22,0.307,50.83,0.843
27-12-2022,Colombia,South America,Omicron BA.2,12,0,11,128,72,0.1661,0.0454,,0.653,24.62,2.065
23-04-2022,Turkey,Asia,Omicron BA.2,14,0,13,246,126,0.1199,0.0386,,0.4239,26.07,2.289
16-05-2020,France,Europe,Original,19,0,17,306,228,0.1058,0.14,8,0,71.54,0.4
21-06-2022,Canada,North America,Omicron BA.2,1,0,,10,16,0.055,0.0483,0,0.7413,16.52,1.697
14-09-2021,South Africa,Africa,Delta,3,0,2,34,15,0.1786,0.1254,0,0.1243,56.62,0.557
04-08-2021,Russia,Europe,Delta,7,0,6,103,42,0.1694,0.1656,2,0.1914,70.45,0.603
11-08-2021,Russia,Europe,Delta,20,1,18,237,220,0.0844,0.1504,7,0.1704,45.55,1.113
25-09-2021,Australia,Oceania,Delta,1,0,0,13,24,0.0548,,0,0.3738,44.28,0.825
30-06-2020,India,Asia,Original,265,5,243,3971,1855,0.1421,0.1914,194,0,76.77,0.4
07-06-2021,Italy,Europe,Delta,1,0,0,10,15,0.0832,0.2233,0,0.2042,60.94,0.776
28-03-2020,South Korea,Asia,Original,27,0,25,382,,,,15,0,75.37,0.4
27-08-2021,Brazil,South America,Delta,23,1,21,349,207,0.0963,0.1832,14,0.2027,47.4,0.923
25-12-2020,Brazil,South America,Alpha,34,1,31,543,374,0.0839,0.1677,,0,51.72,0.684
13-10-2021,Japan,Asia,Omicron,16,0,15,245,352,0.0305,0.0592,2,0.3968,52.45,0.724
12-05-2020,Germany,Europe,Original,2,0,1,33,,,,1,,62.31,0.498
23-06-2020,France,Europe,Original,1,0,0,16,23,0.0471,0.1441,0,0,42.77,0.797
26-08-2020,Spain,Europe,Original,1,0,0,10,20,0.0333,,0,0,47.94,0.461
20-10-2022,Spain,Europe,Omicron BA.2,4,0,3,72,56,0.0726,,0,0.92,27.47,0.99
05-05-2022,Italy,Europe,Omicron BA.2,1,0,0,12,22,0.0334,0.0359,0,0.683,38.03,1.391
30-08-2020,Australia,Oceania,Original,2,0,1,34,40,0.0456,0.0965,0,0,61.93,
30-01-2022,Russia,Europe,Omicron,9,0,8,122,90,0.1073,0.0942,,0.3489,29.92,1.46
04-08-2020,Brazil,South America,Original,17,0,15,249,153,0.1218,0.1962,,0,56.33,0.4
02-10-2021,Spain,Europe,Delta,12,0,11,143,264,0.0218,0.1604,3,0.3754,56.17,0.573
13-02-2020,Canada,North America,Original,1,0,0,13,,,0.1434,0,0,7.17,0.867
18-08-2022,Germany,Europe,Omicron BA.2,5,0,,90,70,0.0647,0.022,0,0.8044,28.71,1.574
30-11-2022,France,Europe,Omicron BA.2,11,0,10,115,231,0.0529,0.0327,0,0.92,24.76,1.572
07-07-2021,France,Europe,Delta,3,0,2,37,63,0.0646,0.1252,1,0.2561,67.62,0.442
01-07-2022,Indonesia,Asia,Omicron BA.2,22,0,21,395,110,0.1966,0.0416,3,,27.67,2.474
14-03-2020,Germany,Europe,Original,1,0,0,14,16,0.0557,0.1761,0,0,90.97,0.4
28-12-2020,South Africa,Africa,Alpha,1,0,0,15,3,0.3422,,0,0,64.5,0.539
10-03-2021,Italy,Europe,Alpha,2,0,1,24,24,0.0836,0.1197,0,0.0706,,0.502
02-11-2021,Turkey,Asia,Delta,36,0,34,594,288,0.1168,0.0968,,0.2714,55.52,0.7
25-03-2020,South Africa,Africa,Original,4,0,3,55,20,0.1984,0.1907,2,0,71.08,0.4
09-07-2020,Mexico,North America,Original,12,1,11,189,120,0.0899,0.1271,,0,67.65,0.4
12-01-2021,Spain,Europe,Alpha,1,0,0,12,14,0.0732,,0,0.0051,71.12,0.4
27-05-2022,Colombia,South America,Omicron BA.2,10,0,,129,60,0.1673,0.0617,1,0.4649,20.13,1.395
15-09-2021,Russia,Europe,Delta,252,0,13,248,126,0.1147,0.1407,9,0.2248,44.58,0.777
09-03-2021,India,Asia,Alpha,15,0,13,173,90,0.157,0.1471,,0.0779,67.16,0.456
03-07-2022,Japan,Asia,Omicron BA.2,108,0,102,1662,1836,0.0472,0.0258,9,0.7735,34.17,1.614
29-12-2022,Brazil,South America,Omicron BA.2,2,0,,23,14,0.1428,0.0517,0,0.6454,20.69,1.94
13-04-2020,Mexico,North America,Original,9,0,8,122,72,0.123,0.1149,3,0,70.2,0.4
28-02-2021,Germany,Europe,Alpha,-1,0,0,16,24,0.058,0.2008,0,0.0656,82.39,0.4
11-10-2020,South Africa,Africa,Original,3,0,2,38,15,0.1835,,,,47.81,0.456
07-03-2020,Colombia,South America,Original,1,0,0,17,,,0.1092,0,0,62.6,0.4
05-04-2020,Italy,Europe,Original,1,0,0,14,18,0.0502,0.0995,0,0,92.6,0.4
20-12-2020,Japan,Asia,Alpha,11,0,10,154,176,0.0515,0.1503,5,0,74.68,0.4
25-06-2020,South Africa,Africa,Original,1,0,0,16,4,0.2455,0.1696,,0,63.75,0.4
07-12-2021,Turkey,Asia,Omicron,377,1,365,5146,2639,0.1371,0.0762,103,0.3016,25.85,1.265
10-06-2020,Japan,Asia,Original,26,0,24,390,338,0.0728,0.1507,11,0,48.5,0.645
19-08-2020,Colombia,South America,Original,23,1,21,387,161,0.1311,0.1904,,0,49.47,0.525
28-10-2021,Spain,Europe,Omicron,7,0,6,104,161,0.0618,0.0524,1,0.4213,66.17,0.598
22-01-2021,USA,North America,Alpha,80,1,76,906,1680,0.0306,0.1547,25,0.014,70.26,0.4
16-07-2020,UK,Europe,Original,2,0,1,23,26,0.0771,0.1718,0,,50.31,0.455
06-02-2020,Italy,Europe,Original,7,0,6,118,,,,4,0,15.74,1.075
27-03-2022,France,Europe,Omicron BA.2,81,0,,1237,1863,0.0532,0.0428,10,0.6184,23.4,1.729
27-02-2021,Germany,Europe,Alpha,3,0,2,53,66,0.0331,0.1838,2,,56.43,0.46
30-10-2020,Pakistan,Asia,Alpha,2,0,1,20,10,0.2017,0.2078,0,,56.56,0.439
05-09-2021,Argentina,South America,Delta,8,0,7,129,72,0.1054,0.1226,2,0.2043,62.7,0.833
02-11-2020,Pakistan,Asia,Alpha,6,0,5,98,18,0.3436,0.1456,4,,56.06,0.512
03-05-2022,Colombia,South America,Omicron BA.2,49,1,,860,539,0.0894,0.0413,,0.4353,16.28,1.715
14-04-2022,USA,North America,Omicron BA.2,14,0,,168,238,0.0681,,2,0.651,21.59,1.499
09-12-2020,Germany,Europe,Alpha,1,0,0,11,17,0.0505,,0,,60.65,0.483
21-04-2021,Brazil,South America,Delta,3,0,2,44,30,0.0963,,1,0.099,61.03,0.628
07-06-2020,Argentina,South America,Original,49,2,46,697,392,0.1159,0.1168,18,0,,
26-11-2020,India,Asia,Alpha,383,6,361,6384,3447,0.123,0.165,,,56.4,0.465
04-02-2020,Turkey,Asia,Original,1,0,0,12,,,0.1818,,0,10.17,1.056
04-07-2022,Canada,North America,Omicron BA.2,6,0,5,108,72,0.0878,,1,0.7619,17.69,1.4
07-02-2020,South Africa,Africa,Original,18,1,16,198,,,0.2052,,,12.29,1.156
20-06-2022,France,Europe,Omicron BA.2,32,0,30,323,416,0.0885,,3,0.7374,,1.57
01-08-2020,Pakistan,Asia,Original,41,1,37,579,205,0.2196,0.183,,0,73.7,0.4
20-12-2021,Turkey,Asia,Omicron,5,0,4,50,35,0.134,0.0479,,0.3165,48.17,1.062
02-02-2020,Germany,Europe,Original,11,0,10,185,,,0.0978,4,0,4.16,0.693
01-08-2020,France,Europe,Original,11,0,10,115,242,0.0561,0.1477,4,0,41.89,
30-06-2022,UK,Europe,Omicron BA.2,6,0,5,86,114,0.0493,0.0377,0,0.769,23.74,2.025
10-11-2020,South Korea,Asia,Original,4,0,3,45,84,0.0406,0.203,2,0,55.11,0.544
17-10-2021,Colombia,South America,Omicron,3,0,2,33,24,0.1293,0.1008,0,0.2585,69.6,0.597
28-01-2021,Mexico,North America,Alpha,92,4,82,1148,1012,0.0918,0.2044,65,0.0032,70.65,0.449
16-07-2022,UK,Europe,Omicron BA.2,1,0,0,17,24,0.0362,0.0408,0,0.7905,33.36,1.567
09-04-2020,Canada,North America,Original,6,0,5,102,120,0.0668,0.1132,2,0,72.28,0.4
18-12-2021,Indonesia,Asia,Omicron,109,2,101,1589,327,0.3353,0.0696,,0.1696,30.2,2.248
06-02-2021,Indonesia,Asia,Alpha,34,1,31,525,170,0.1845,0.1319,,,59.55,0.4
19-07-2022,Canada,North America,Omicron BA.2,3,0,2,53,57,0.0557,0.0513,0,0.7448,23.45,1.705
16-01-2022,Germany,Europe,Omicron,8,0,7,90,136,0.0467,0.0643,1,0.5254,50.85,1
22-01-2021,South Korea,Asia,Alpha,9,0,8,146,144,0.0519,0.1886,7,0.0033,59.15,0.728
04-12-2022,France,Europe,Omicron BA.2,1,0,0,11,18,0.062,0.0189,0,0.92,35.21,1.484
06-11-2020,Mexico,North America,Alpha,15,1,13,232,105,0.14,,12,0,31.96,
02-05-2021,Turkey,Asia,Delta,2,0,1,23,16,0.1394,0.2238,,0.1314,78.01,0.4
12-05-2020,Canada,North America,Original,6,0,5,72,,,0.1911,3,0,70.05,0.4
19-06-2020,Turkey,Asia,Original,1,0,0,14,6,0.1702,0.1098,0,0,67.89,0.4
29-12-2021,South Africa,Africa,Omicron,6,0,5,59,30,0.2176,,0,0.1714,36.69,1.378
19-11-2022,South Africa,Africa,Omicron BA.2,13,0,12,188,52,0.2591,,1,0.3495,21.19,2.009
31-03-2021,Germany,Europe,Delta,2,0,1,29,40,0.0565,0.1266,0,0.1169,67.21,0.728
28-12-2022,Japan,Asia,Omicron BA.2,13,0,,146,247,0.0409,0.0333,0,0.92,18.23,1.322
12-11-2020,Italy,Europe,Alpha,1,0,0,16,21,0.0495,0.1145,0,0,56.19,
08-02-2020,Japan,Asia,Original,2,0,1,24,,,0.1742,0,,11.41,0.872
26-12-2021,Canada,North America,Omicron,5,0,4,88,100,0.0519,0.0657,1,0.494,,1.654
27-07-2020,France,Europe,Original,14,0,13,191,252,0.056,,8,0,75,0.4
30-09-2022,Spain,Europe,Omicron BA.2,12,0,11,180,156,0.0849,0.0325,1,0.8886,17.12,1.85
05-11-2020,Japan,Asia,Alpha,88,1,83,1176,1320,0.0557,0.2148,73,0,42.33,0.974
15-06-2020,Pakistan,Asia,Original,11,0,10,178,44,0.2527,0.1269,5,,70.76,0.4
25-10-2021,Japan,Asia,Delta,1,0,0,9,13,0.085,0.1527,0,0.4157,50.78,0.74
23-12-2021,Canada,North America,Omicron,3,0,2,36,39,0.0858,0.0648,0,0.4904,31.87,1.364
31-12-2022,South Korea,Asia,Omicron BA.2,1,0,,15,12,0.0934,0.0302,0,0.92,37.39,1.045
21-04-2021,Germany,Europe,Delta,10,0,9,149,180,0.0433,0.1761,7,0.1481,54.22,0.95
13-04-2022,Germany,Europe,Omicron BA.2,17,0,16,178,255,0.0962,0.0433,1,0.6555,34.95,1.493
30-05-2020,Pakistan,Asia,Original,2,0,1,27,6,0.3273,0.1491,,,51.99,0.452
24-11-2021,Argentina,South America,Omicron,7,0,6,102,70,0.0857,,,0.289,41.45,1.574
26-06-2020,Canada,North America,Original,1,0,0,12,24,0.0297,0.1796,0,,,0.4
02-12-2021,Argentina,South America,Omicron,15,0,14,185,120,0.0927,0.0933,2,0.3029,26.37,1.322
26-05-2021,Mexico,North America,Delta,2,0,1,29,18,0.1056,0.1767,,0.1144,69.21,0.504
31-12-2021,UK,Europe,Omicron,11,0,10,120,264,0.0341,0.0677,1,0.5051,,1.476
23-01-2021,South Korea,Asia,Alpha,1,0,0,12,20,0.0601,0.1691,0,0.0336,73.33,0.4
17-03-2022,Russia,Europe,Omicron BA.2,2,0,1,27,20,0.1024,0.0842,,0.3726,13.26,2.219
14-12-2020,Italy,Europe,Alpha,1,0,0,15,16,0.0574,0.1988,0,0,60.13,0.721
16-10-2020,Mexico,North America,Original,5,0,4,72,55,0.1006,0.1738,1,0,61.87,0.486
10-12-2021,Germany,Europe,Omicron,41,0,39,632,697,0.0424,0.0489,6,0.4613,51.19,0.724
25-10-2021,Mexico,North America,Delta,11,1,10,148,110,0.0933,0.1022,4,0.253,69.76,0.554
05-10-2022,Germany,Europe,Omicron BA.2,25,0,23,292,400,0.0373,0.036,2,0.8944,24.18,1.648
05-12-2020,Germany,Europe,Alpha,17,0,15,246,374,0.0607,0.1851,10,0,47.31,0.758
13-11-2021,South Africa,Africa,Omicron,121,1,116,1412,484,0.2472,0.0901,,,25.57,2.23
26-05-2022,Canada,North America,Omicron BA.2,17,0,16,183,340,0.0302,0.0397,1,0.6993,26.24,1.584
12-09-2021,Canada,North America,Delta,8,0,7,130,184,0.0673,0.1033,3,0.3504,55.86,0.851
15-10-2022,Brazil,South America,Omicron BA.2,213,2,196,3020,2343,0.0984,0.0435,36,0.5854,7.28,2.214
09-10-2021,Indonesia,Asia,Delta,10,0,9,134,30,0.3285,0.133,2,,53.55,0.581
12-07-2022,UK,Europe,Omicron BA.2,2,0,1,27,32,0.0552,0.0327,0,0.7755,31.85,1.143
21-05-2021,UK,Europe,Delta,2,0,1,34,42,0.0573,0.2226,2,0.1893,81.12,0.4
19-07-2021,India,Asia,Delta,231,4,218,3870,1617,0.1377,0.143,95,0.1924,66.48,0.471
25-09-2022,Indonesia,Asia,Omicron BA.2,40,1,36,615,120,0.3463,0.0497,,0.322,32.57,2.147
03-10-2022,Turkey,Asia,Omicron BA.2,1,0,0,12,7,0.1389,0.0331,,0.5712,35.96,1.806
14-08-2020,Italy,Europe,Original,3,0,2,33,54,0.0459,0.1805,1,0,36.27,
17-02-2021,Canada,North America,Alpha,2,0,1,34,28,0.0897,0.1557,1,0.0529,60.6,0.683
23-12-2021,France,Europe,Omicron,1,0,0,10,18,0.0541,,0,0.4914,33.04,1.688
15-07-2022,South Africa,Africa,Omicron BA.2,9,0,8,105,27,0.3352,0.0559,,,33.64,2.108
11-03-2022,Japan,Asia,Omicron,1,0,,18,21,0.0455,0.0432,0,0.6086,42.07,0.966
10-09-2021,Australia,Oceania,Delta,8,0,7,138,144,0.0656,0.1954,7,0.3307,53.06,0.724
21-02-2020,France,Europe,Original,1,0,0,17,,,0.1127,0,0,90.39,0.4
12-06-2020,Argentina,South America,Original,1,0,0,13,9,0.0965,0.1081,0,0,56.72,0.4
05-09-2022,Italy,Europe,Omicron BA.2,23,0,,353,391,0.0776,,1,0.8595,25.34,1.366
17-02-2022,France,Europe,Omicron,56,0,52,575,1064,0.0563,0.0466,7,0.5864,41.15,0.776
11-06-2022,Italy,Europe,Omicron BA.2,4,0,3,51,88,0.0362,0.0329,0,0.7285,10.94,2.507
